,NAME,WHITE_POP,BLACK_POP,HISPANIC_POP,ASIAN_POP,TOTAL_POP,HOUSING_UNITS,POP_UNDER_5,POP_5_9,POP_10_14,POP_15_19,state,county
2800,"Curry County, New Mexico",66.8,5.4,50199,1.6,50199,21187,4160,3665,3593,3420,35,009
2801,"Harding County, New Mexico",92.4,0.0,459,0.0,459,590,21,30,13,8,35,021
2802,"San Juan County, New Mexico",52.1,0.6,127455,0.8,127455,50931,9028,10019,9888,8880,35,045
2803,"Chaves County, New Mexico",85.0,1.7,65459,0.6,65459,27194,4477,5521,4388,5272,35,005
2804,"Union County, New Mexico",84.9,2.0,4175,0.0,4175,2345,234,353,133,70,35,059
2805,"Roosevelt County, New Mexico",74.4,2.7,19117,0.6,19117,8466,1423,1421,1134,1669,35,041
2806,"Bronx County, New York",21.3,34.1,1437872,3.6,1437872,526784,106083,99150,97391,98070,36,005
2807,"Fulton County, New York",94.6,2.0,53743,0.7,53743,29052,2677,3099,3156,3151,36,035
2808,"Rensselaer County, New York",86.3,6.4,159431,2.6,159431,72852,8479,8731,8858,11152,36,083
2809,"Herkimer County, New York",95.9,1.4,62505,0.5,62505,33774,3214,3579,3884,4133,36,043
2810,"St. Lawrence County, New York",92.9,2.4,109558,1.1,109558,53102,5814,6218,6563,9808,36,089
2811,"Warren County, New York",95.8,1.3,64480,1.0,64480,39760,2836,3343,3424,3534,36,113
2812,"Dutchess County, New York",78.3,10.5,293894,3.6,293894,120472,13631,14599,17309,21866,36,027
2813,"Monroe County, New York",76.1,15.3,744248,3.6,744248,326920,41595,43403,44235,51252,36,055
2814,"Ulster County, New York",84.9,5.9,179303,1.9,179303,84874,7950,8819,9595,11075,36,111
2815,"Livingston County, New York",93.4,2.8,63907,1.3,63907,27455,2804,3028,3500,5379,36,051
2816,"Greene County, New York",89.7,6.2,47617,1.1,47617,29681,2029,2014,2442,2735,36,039
2817,"Allegany County, New York",95.4,1.4,47025,1.1,47025,26300,2425,2666,2745,4692,36,003
2818,"Cattaraugus County, New York",92.0,1.6,77686,0.8,77686,41520,4440,4742,5182,5320,36,009
2819,"Schenectady County, New York",77.3,10.3,154883,4.6,154883,69302,9017,8893,9757,9883,36,093
2820,"Yates County, New York",96.2,0.9,25009,0.8,25009,13795,1511,1479,1650,1831,36,123
2821,"Haywood County, North Carolina",95.6,1.0,60433,0.5,60433,35398,2863,2652,3521,3144,37,087
2822,"Alleghany County, North Carolina",94.3,2.4,10973,0.3,10973,8160,441,477,642,678,37,005
2823,"Cleveland County, North Carolina",74.9,20.8,97159,1.0,97159,43579,5389,5945,6189,6633,37,045
2824,"Granville County, North Carolina",61.0,30.4,58874,0.5,58874,24069,2899,3261,3774,3874,37,077
2825,"Hoke County, North Carolina",45.2,33.3,53239,1.4,53239,20709,4654,3881,4166,3199,37,093
2826,"Iredell County, North Carolina",81.6,12.3,172525,2.3,172525,72834,9613,10479,12661,11536,37,097
2827,"Pitt County, North Carolina",57.6,34.8,177372,1.7,177372,78563,10441,10471,11219,14914,37,147
2828,"Cherokee County, North Carolina",93.6,1.3,27668,0.7,27668,18104,1129,1232,1486,1470,37,039
2829,"Wilkes County, North Carolina",91.3,4.1,68460,0.6,68460,33480,3405,3760,4433,4050,37,193
2830,"Alexander County, North Carolina",87.9,5.7,37119,1.1,37119,16399,1822,1989,2337,2230,37,003
2831,"Carteret County, North Carolina",89.9,5.6,68920,1.1,68920,49911,2964,3500,3621,3597,37,031
2832,"Pasquotank County, North Carolina",58.5,36.5,39479,1.7,39479,17108,2486,2609,2371,2374,37,139
2833,"Swain County, North Carolina",64.7,0.4,14254,0.3,14254,8951,898,934,827,899,37,173
2834,"Anson County, North Carolina",47.7,48.7,25306,1.3,25306,11594,1196,1458,1410,1400,37,007
2835,"Franklin County, North Carolina",67.7,25.3,64902,0.6,64902,28012,3635,3765,4547,4132,37,069
2836,"Macon County, North Carolina",93.8,1.4,34410,0.8,34410,25557,1683,1622,1856,1810,37,113
2837,"Transylvania County, North Carolina",91.2,4.5,33513,0.3,33513,19560,1410,1419,1550,1895,37,175
2838,"Columbus County, North Carolina",62.0,30.9,56293,0.4,56293,26250,2819,3489,3596,3555,37,047
2839,"Montgomery County, North Carolina",76.3,18.0,27338,1.5,27338,16235,1513,1465,2014,1815,37,123
2840,"Richmond County, North Carolina",62.4,31.8,45189,1.0,45189,21380,2779,2609,3250,2807,37,153
2841,"Surry County, North Carolina",91.4,3.8,72099,0.6,72099,34030,3710,4579,4322,4627,37,171
2842,"Buncombe County, North Carolina",88.8,6.3,254474,1.2,254474,121591,12868,13207,13875,13767,37,021
2843,"Cabarrus County, North Carolina",71.6,17.7,201448,3.4,201448,78093,12936,13806,16397,13924,37,025
2844,"Davidson County, North Carolina",85.7,9.1,164664,1.5,164664,74311,8988,10315,10719,10252,37,057
2845,"Hertford County, North Carolina",34.9,59.5,24153,0.7,24153,10632,1110,1021,1646,2081,37,091
2846,"Pender County, North Carolina",76.9,14.9,59020,0.5,59020,28601,3349,3639,3890,3516,37,141
2847,"Watauga County, North Carolina",93.9,1.7,54117,1.0,54117,33520,1788,2184,1783,6903,37,189
2848,"Tyrrell County, North Carolina",54.6,37.6,4119,0.0,4119,2229,117,204,147,74,37,177
2849,"Traill County, North Dakota",94.4,1.1,8019,0.1,8019,3845,484,547,469,606,38,097
2850,"Dickey County, North Dakota",96.7,1.1,4970,0.4,4970,2680,279,280,353,293,38,021
2851,"Ward County, North Dakota",87.3,3.9,69034,1.7,69034,32777,5366,4919,3884,4169,38,101
2852,"McHenry County, North Dakota",97.0,0.4,5927,0.3,5927,3158,339,455,362,332,38,049
2853,"Benson County, North Dakota",41.1,0.0,6886,0.1,6886,3033,732,661,654,510,38,005
2854,"Renville County, North Dakota",96.2,0.2,2495,0.8,2495,1332,196,158,169,108,38,075
2855,"Burleigh County, North Dakota",91.3,2.1,93737,0.7,93737,41951,6423,6514,5391,5814,38,015
2856,"Oliver County, North Dakota",91.9,1.0,1837,0.3,1837,1003,119,107,143,91,38,065
2857,"Ramsey County, North Dakota",85.0,0.5,11557,0.4,11557,5866,752,859,605,745,38,071
2858,"Griggs County, North Dakota",95.3,1.4,2266,0.0,2266,1462,151,101,108,125,38,039
2859,"Sheridan County, North Dakota",98.1,0.0,1405,0.0,1405,862,75,57,56,63,38,083
2860,"Wells County, North Dakota",97.8,0.0,4055,0.2,4055,2471,227,328,176,114,38,103
2861,"Mahoning County, Ohio",80.0,15.1,231064,0.9,231064,111447,12009,12494,13647,14066,39,099
2862,"Scioto County, Ohio",94.2,2.8,76377,0.4,76377,34425,4289,4088,5287,5134,39,145
2863,"Meigs County, Ohio",97.1,1.3,23160,0.1,23160,11173,1213,1365,1502,1394,39,105
2864,"Pike County, Ohio",95.5,1.1,28214,0.1,28214,12819,1761,1962,1670,1880,39,131
2865,"Hamilton County, Ohio",67.5,25.7,812037,2.6,812037,378837,53670,52158,51503,52914,39,061
2866,"Lawrence County, Ohio",95.5,2.1,60622,0.5,60622,27524,3501,3546,4057,3631,39,087
2867,"Tuscarawas County, Ohio",96.7,0.8,92526,0.4,92526,40187,5715,5948,5875,5688,39,157
2868,"Brown County, Ohio",97.1,0.8,43679,0.3,43679,20048,2514,2507,3254,2747,39,015
2869,"Erie County, Ohio",85.6,9.0,75136,0.6,75136,37859,3982,4328,4295,4355,39,043
2870,"Licking County, Ohio",91.8,3.8,172293,1.2,172293,70647,10393,11507,11244,12093,39,089
2871,"Carroll County, Ohio",97.5,0.7,27578,0.5,27578,13646,1309,1654,1678,1708,39,019
2872,"Clermont County, Ohio",95.1,1.4,203216,1.2,203216,82830,11973,13978,13718,12597,39,025
2873,"Highland County, Ohio",96.1,1.8,43007,0.4,43007,19326,2751,2849,2924,2895,39,071
2874,"Portage County, Ohio",90.8,4.1,162644,1.9,162644,68834,7492,8517,8909,14261,39,133
2875,"Belmont County, Ohio",93.2,4.1,68472,0.4,68472,32211,3384,3550,3714,3574,39,013
2876,"Perry County, Ohio",97.2,0.4,35985,0.2,35985,15305,2168,2330,2518,2334,39,127
2877,"Robertson County, Texas",76.6,19.4,16890,0.3,16890,8752,979,1165,1236,1032,48,395
2878,"Taylor County, Texas",76.3,7.8,136348,2.2,136348,57257,10062,9235,9205,10384,48,441
2879,"Trinity County, Texas",86.5,9.0,14569,1.0,14569,8950,672,953,858,818,48,455
2880,"Bandera County, Texas",91.2,0.8,21763,0.3,21763,11858,864,880,1252,1033,48,019
2881,"Cochran County, Texas",90.3,3.4,2904,0.0,2904,1356,215,247,208,242,48,079
2882,"Comal County, Texas",90.6,1.9,135097,1.0,135097,55849,7855,8111,9355,8623,48,091
2883,"Houston County, Texas",68.5,24.9,22955,0.3,22955,11663,1181,1372,1161,1224,48,225
2884,"Potter County, Texas",78.1,9.8,120899,5.4,120899,49656,9808,10053,8534,7885,48,375
2885,"Scurry County, Texas",87.3,4.9,17239,0.3,17239,7197,1181,1033,1439,1285,48,415
2886,"Stonewall County, Texas",90.5,3.5,1385,0.0,1385,939,63,73,137,108,48,433
2887,"Brown County, Texas",91.5,3.9,37834,0.7,37834,18761,2053,2158,2724,2768,48,049
2888,"Bee County, Texas",87.3,8.0,32691,0.4,32691,10708,1924,1870,1998,1938,48,025
2889,"Crane County, Texas",52.6,4.2,4839,0.4,4839,1667,381,381,473,479,48,103
2890,"McCulloch County, Texas",83.6,1.8,8098,0.2,8098,4302,536,457,532,436,48,307
2891,"Lee County, Texas",79.6,11.2,16952,1.1,16952,7730,913,1169,938,1406,48,287
2892,"Ellis County, Texas",81.4,9.7,168838,0.7,168838,60033,11392,12826,13120,12711,48,139
2893,"Kerr County, Texas",89.4,1.5,51365,0.9,51365,24402,2627,2593,2945,3036,48,265
2894,"Falls County, Texas",72.2,24.3,17299,0.4,17299,7734,1042,1022,1058,967,48,145
2895,"Montgomery County, Iowa",95.1,0.0,10155,0.0,10155,5230,618,640,651,678,19,137
2896,"Mahaska County, Iowa",95.1,1.6,22208,1.4,22208,9839,1460,1568,1423,1518,19,123
2897,"Buchanan County, Iowa",97.4,0.1,21125,0.6,21125,9080,1434,1730,1607,1380,19,019
2898,"Decatur County, Iowa",94.9,1.6,8044,0.7,8044,3856,469,588,411,704,19,053
2899,"Jackson County, Kansas",86.5,0.6,13318,0.6,13318,5826,845,932,951,878,20,085
2900,"Logan County, Kansas",95.7,0.0,2810,0.0,2810,1448,190,164,208,172,20,109
2901,"Wyandotte County, Kansas",59.8,22.5,164345,4.4,164345,67972,13552,13150,12500,10731,20,209
2902,"Clay County, Kansas",96.7,0.6,8142,0.7,8142,4073,510,617,502,506,20,027
2903,"Saline County, Kansas",87.4,2.8,54977,2.3,54977,24345,3467,3512,3723,3564,20,169
2904,"Wabaunsee County, Kansas",96.0,0.5,6888,0.7,6888,3297,430,517,411,478,20,197
2905,"Mitchell County, Kansas",96.9,0.8,6222,0.2,6222,3311,422,462,324,447,20,123
2906,"Atchison County, Kansas",90.4,2.3,16363,0.4,16363,6966,981,955,1280,1435,20,005
2907,"Finney County, Kansas",80.4,2.6,36957,4.0,36957,13500,3317,3310,2963,3122,20,055
2908,"Leavenworth County, Kansas",82.8,8.8,80042,1.4,80042,29560,5130,5508,5305,5015,20,103
2909,"Stanton County, Kansas",93.0,0.0,2063,0.0,2063,1095,132,157,172,165,20,187
2910,"Meade County, Kansas",85.9,0.6,4261,1.2,4261,1978,304,304,290,335,20,119
2911,"Pratt County, Kansas",93.7,2.3,9582,0.1,9582,4493,710,696,626,713,20,151
2912,"Anderson County, Kansas",96.4,0.6,7852,0.0,7852,3740,491,536,669,588,20,003
2913,"Geary County, Kansas",68.4,18.2,34895,3.1,34895,15356,4262,2958,2416,1982,20,061
2914,"Ford County, Kansas",89.4,2.0,34484,1.5,34484,12247,3261,2903,2792,2652,20,057
2915,"Marshall County, Kansas",96.9,0.5,9798,0.5,9798,4905,604,690,631,558,20,117
2916,"Cheyenne County, Kansas",94.9,0.0,2677,0.0,2677,1504,144,158,163,178,20,023
2917,"Cowley County, Kansas",87.7,3.2,35591,1.6,35591,16156,2193,2407,2457,2614,20,035
2918,"Franklin County, Kansas",93.0,1.1,25563,0.3,25563,11228,1507,1963,1696,1921,20,059
2919,"Jewell County, Kansas",97.4,0.6,2916,0.0,2916,2018,157,120,170,171,20,089
2920,"Rice County, Kansas",91.5,1.9,9762,0.9,9762,4589,600,787,490,722,20,159
2921,"Chase County, Kansas",95.1,1.7,2645,0.0,2645,1491,143,178,199,167,20,017
2922,"Wichita County, Kansas",90.1,0.9,2143,0.9,2143,1054,121,171,128,144,20,203
2923,"Norton County, Kansas",92.4,2.7,5486,0.6,5486,2540,328,205,340,252,20,137
2924,"Barton County, Kansas",93.7,1.7,26791,0.2,26791,12711,1683,1920,1728,1782,20,009
2925,"Edwards County, Kansas",95.5,0.6,2925,0.4,2925,1621,175,162,231,168,20,047
2926,"Rush County, Kansas",96.0,0.2,3102,0.6,3102,1822,154,166,202,209,20,165
2927,"Marion County, Kansas",95.9,0.5,12032,0.2,12032,5993,638,733,776,845,20,115
2928,"Ottawa County, Kansas",96.3,0.9,5902,0.5,5902,2782,316,349,417,440,20,143
2929,"Barber County, Kansas",95.5,0.6,4733,0.7,4733,2793,334,412,233,211,20,007
2930,"Dickinson County, Kansas",94.7,1.3,19004,0.4,19004,9178,1208,1295,1281,1198,20,041
2931,"Trimble County, Kentucky",96.4,0.0,8637,0.1,8637,3988,458,492,620,656,21,223
2932,"Hickman County, Kentucky",87.2,9.4,4568,0.6,4568,2351,226,197,328,330,21,105
2933,"Nelson County, Kentucky",91.2,5.0,45388,0.6,45388,18889,2897,3052,3058,3100,21,179
2934,"Grant County, Kentucky",94.8,0.8,24915,0.2,24915,10165,1828,2202,1669,1770,21,081
2935,"Logan County, Kentucky",90.7,6.2,26849,0.3,26849,12389,1715,1547,2014,1778,21,141
2936,"Pendleton County, Kentucky",97.2,0.8,14520,0.6,14520,6372,838,924,975,906,21,191
2937,"Spencer County, Kentucky",96.3,1.2,18246,0.7,18246,7150,984,1083,1253,1247,21,215
2938,"Bath County, Kentucky",96.0,1.1,12268,0.5,12268,5462,811,850,911,790,21,011
2939,"Boyle County, Kentucky",88.2,7.1,29913,0.9,29913,12456,1528,1583,1845,2432,21,021
2940,"Harlan County, Kentucky",95.4,2.6,27134,0.4,27134,13596,1754,1893,1550,1534,21,095
2941,"Lincoln County, Kentucky",94.6,2.0,24458,0.0,24458,10986,1626,1838,1369,1436,21,137
2942,"Monroe County, Kentucky",95.8,2.8,10634,0.0,10634,5244,645,550,732,655,21,171
2943,"Union County, Kentucky",83.3,12.9,14802,0.6,14802,6255,777,864,783,1135,21,225
2944,"Calloway County, Kentucky",91.1,3.4,38776,1.5,38776,18717,1991,1836,2073,3578,21,035
2945,"Daviess County, Kentucky",90.6,4.3,99937,1.5,99937,42941,6745,6705,6950,6319,21,059
2946,"Henderson County, Kentucky",88.0,7.3,46137,0.4,46137,20578,2794,3058,3004,2820,21,101
2947,"Knott County, Kentucky",97.9,0.6,15513,0.1,15513,7579,839,918,888,1040,21,119
2948,"Muhlenberg County, Kentucky",92.7,4.9,31081,0.6,31081,13769,1630,1467,2069,2217,21,177
2949,"Pulaski County, Kentucky",96.2,1.0,64145,0.8,64145,31485,3640,4141,4038,3742,21,199
2950,"Adair County, Kentucky",94.6,3.3,19241,0.3,19241,8591,1008,1008,1105,1542,21,001
2951,"Cumberland County, Kentucky",93.1,3.9,6713,0.4,6713,3665,420,386,399,425,21,057
2952,"Lee County, Kentucky",96.8,0.8,6751,0.6,6751,3476,356,343,432,473,21,129
2953,"Lewis County, Kentucky",97.8,0.5,13490,0.1,13490,6551,751,753,967,780,21,135
2954,"Woodford County, Kentucky",90.7,4.5,26097,0.3,26097,11076,1479,1679,1648,1699,21,239
2955,"Jessamine County, Kentucky",91.2,4.0,52422,1.4,52422,20307,3437,3479,3811,3754,21,113
2956,"Letcher County, Kentucky",97.9,0.4,22676,0.3,22676,11748,1329,1097,1672,1268,21,133
2957,"McCracken County, Kentucky",85.2,10.9,65284,0.7,65284,31897,4032,3783,4173,3726,21,145
2958,"Whitley County, Kentucky",96.8,1.0,36089,0.3,36089,15383,2691,2406,2357,2742,21,235
2959,"Floyd County, Kentucky",97.6,1.1,36926,0.3,36926,18416,2226,2106,2241,2234,21,071
2960,"McCreary County, Kentucky",90.5,5.7,17635,0.7,17635,7498,1056,1096,1020,1136,21,147
2961,"Metcalfe County, Kentucky",96.3,1.1,10004,0.3,10004,4741,618,500,820,543,21,169
2962,"Rowan County, Kentucky",96.0,1.8,24499,0.7,24499,10302,1319,1161,1495,3047,21,205
2963,"Clark County, Kentucky",92.7,4.6,35872,0.6,35872,15841,2186,2154,2280,2191,21,049
2964,"Carroll County, Kentucky",92.1,3.0,10711,0.4,10711,4708,773,719,866,536,21,041
2965,"Estill County, Kentucky",97.6,0.2,14313,0.1,14313,6908,750,919,853,786,21,065
2966,"Greenup County, Kentucky",96.9,0.9,35765,0.5,35765,16333,1905,2275,2171,2034,21,089
2967,"Carter County, Kentucky",97.6,1.0,27290,0.1,27290,12478,1657,1618,1772,1821,21,043
2968,"Lafourche Parish, Louisiana",78.8,13.3,98214,0.7,98214,40697,6355,6391,6599,6488,22,057
2969,"Jefferson Davis Parish, Louisiana",79.9,16.6,31467,0.5,31467,13809,2195,2096,2337,2246,22,053
2970,"West Feliciana Parish, Louisiana",53.6,44.3,15377,0.7,15377,5412,622,813,705,1145,22,125
2971,"Beauregard Parish, Louisiana",82.9,12.5,36769,0.3,36769,15560,2432,2148,2847,2548,22,011
2972,"Evangeline Parish, Louisiana",67.8,27.5,33636,0.4,33636,14988,2294,2453,2344,2656,22,039
2973,"Lincoln Parish, Louisiana",53.9,40.8,47356,1.6,47356,20075,2753,2564,2574,4444,22,061
2974,"Webster Parish, Louisiana",63.5,34.2,39631,0.3,39631,19618,2494,2196,2784,2354,22,119
2975,"Iberville Parish, Louisiana",49.3,48.4,32956,0.1,32956,13321,1902,1799,2126,1892,22,047
2976,"Morehouse Parish, Louisiana",49.5,49.2,25992,0.5,25992,12591,1750,2027,1465,1637,22,067
2977,"Terrebonne Parish, Louisiana",70.7,19.2,112587,0.9,112587,45271,8036,7642,8552,7038,22,109
2978,"Claiborne Parish, Louisiana",45.8,52.0,16153,0.1,16153,7831,826,859,750,935,22,027
2979,"Avoyelles Parish, Louisiana",66.4,28.8,40882,0.5,40882,18320,2796,2479,2848,2434,22,009
2980,"Pointe Coupee Parish, Louisiana",60.9,35.5,22158,0.3,22158,11479,1311,1428,1325,1313,22,077
2981,"Vernon Parish, Louisiana",75.8,14.6,51007,2.1,51007,22123,4318,3758,3055,3433,22,115
2982,"Sabine Parish, Louisiana",69.5,16.3,24088,0.4,24088,14898,1500,1569,1706,1585,22,085
2983,"LaSalle Parish, Louisiana",84.5,12.4,14949,0.1,14949,6702,964,821,1107,1002,22,059
2984,"Lincoln County, Maine",97.0,0.5,34067,1.0,34067,23899,1339,1757,1491,1687,23,015
2985,"Piscataquis County, Maine",96.1,0.5,16887,0.7,16887,15444,707,771,810,957,23,021
2986,"Washington County, Maine",91.2,0.5,31694,0.4,31694,23294,1513,1515,1919,1781,23,029
2987,"Sagadahoc County, Maine",95.6,0.8,35277,0.6,35277,18738,1784,2047,1694,1808,23,023
2988,"Kennebec County, Maine",95.9,0.9,121545,0.9,121545,62464,6029,6400,7019,7469,23,011
2989,"Hancock County, Maine",95.9,0.9,54541,1.0,54541,41048,2383,2685,2784,2648,23,009
2990,"Somerset County, Maryland",52.8,42.2,25737,1.0,25737,11391,1204,1183,1290,1982,24,039
2991,"Allegany County, Maryland",88.2,8.4,71977,0.9,71977,32962,3274,3467,3556,5357,24,001
2992,"Prince George's County, Maryland",18.0,63.0,906202,4.2,906202,331272,60057,57781,53452,59435,24,033
2993,"Frederick County, Maryland",81.1,9.4,248472,4.4,248472,95986,14628,15471,17560,17181,24,021
2994,"Kent County, Maryland",81.4,14.4,19593,1.3,19593,10675,792,821,985,1615,24,029
2995,"Worcester County, Massachusetts",84.0,5.0,822280,4.8,822280,333830,44671,46445,52835,57290,25,027
2996,"Chippewa County, Michigan",71.0,6.6,37834,1.0,37834,21425,1842,1836,2089,2401,26,033
2997,"Oakland County, Michigan",75.2,13.7,1250843,7.2,1250843,537448,68288,72015,78457,78608,26,125
2998,"Muskegon County, Michigan",80.8,13.7,173043,0.6,173043,73962,10636,11152,11622,11203,26,121
2999,"Lapeer County, Michigan",95.8,1.2,88202,0.5,88202,36583,4344,4962,5677,5901,26,087
3000,"Sanilac County, Michigan",96.7,0.6,41376,0.3,41376,23014,2147,2606,2545,2637,26,151
3001,"Ontonagon County, Michigan",96.0,0.6,5968,0.3,5968,5679,143,180,252,268,26,131
3002,"Alcona County, Michigan",97.0,0.4,10364,0.3,10364,11177,318,364,393,425,26,001
3003,"Kalkaska County, Michigan",95.8,0.9,17463,0.6,17463,12317,880,1011,1167,954,26,079
3004,"Ogemaw County, Michigan",96.6,0.4,20928,0.6,20928,16165,928,1005,1191,1141,26,129
3005,"Wexford County, Michigan",96.0,0.7,33111,0.6,33111,16892,1992,2261,2226,1904,26,165
3006,"Dickinson County, Michigan",96.1,0.6,25570,0.6,25570,14070,1259,1457,1430,1471,26,043
3007,"Ingham County, Michigan",74.4,11.4,289564,6.5,289564,123193,16346,15536,16243,27084,26,065
3008,"Menominee County, Michigan",94.4,0.3,23234,0.4,23234,14291,1027,1171,1269,1400,26,109
3009,"Missaukee County, Michigan",96.2,0.5,15006,0.2,15006,9217,974,865,1037,904,26,113
3010,"Van Buren County, Michigan",85.9,3.3,75272,0.7,75272,37122,4560,4749,5333,5045,26,159
3011,"Barry County, Michigan",96.2,0.5,60057,0.6,60057,27468,3291,3782,3922,3866,26,015
3012,"Benzie County, Michigan",95.9,0.4,17552,0.4,17552,12476,834,736,1086,929,26,019
3013,"Schoolcraft County, Michigan",86.7,0.5,8069,0.4,8069,6379,326,402,428,440,26,153
3014,"Grand Traverse County, Michigan",94.8,1.1,91746,0.6,91746,43464,4889,5235,5372,5250,26,055
3015,"Genesee County, Michigan",74.9,19.8,409361,1.0,409361,192073,24387,25006,27675,26924,26,049
3016,"Livingston County, Michigan",96.3,0.6,188482,0.9,188482,75642,9574,11010,12587,13174,26,093
3017,"Manistee County, Michigan",91.3,2.8,24444,0.5,24444,15812,969,1030,1407,1398,26,101
3018,"Gladwin County, Michigan",97.1,0.4,25289,0.5,25289,17867,1264,1318,1356,1428,26,051
3019,"Lawrence County, Arkansas",96.7,1.0,16669,0.1,16669,8000,916,914,1195,1228,05,075
3020,"Conway County, Arkansas",85.2,10.9,20906,0.1,20906,9805,1238,1356,1369,1230,05,029
3021,"Arkansas County, Arkansas",72.5,25.8,18124,0.0,18124,9449,1207,1313,878,1238,05,001
3022,"Lonoke County, Arkansas",89.0,6.1,72206,0.7,72206,29076,4933,4985,5632,5008,05,085
3023,"Merced County, California",57.4,3.3,269075,7.5,269075,84795,21254,22886,22499,23338,06,047
3024,"Modoc County, California",90.0,1.7,8938,1.6,8938,5263,402,556,464,491,06,049
3025,"Inyo County, California",80.5,0.9,18085,1.6,18085,9540,1011,1108,888,1055,06,027
3026,"Stanislaus County, California",75.8,2.9,539301,5.4,539301,181213,39410,41234,41604,39283,06,099
3027,"Tehama County, California",85.4,0.7,63373,1.5,63373,27437,3867,4283,4463,3872,06,103
3028,"San Benito County, California",82.2,0.7,59416,2.9,59416,18614,3902,4187,4678,4469,06,069
3029,"El Dorado County, California",88.0,0.8,186661,4.4,186661,89763,8672,10025,11954,11579,06,017
3030,"San Francisco County, California",46.7,5.2,870044,34.2,870044,393975,39519,31072,29588,30492,06,075
3031,"Tulare County, California",76.5,1.6,460477,3.6,460477,147791,38504,40849,40772,37292,06,107
3032,"Nevada County, California",92.4,0.7,99092,1.0,99092,53654,4221,4656,5063,5249,06,057
3033,"Madera County, California",72.0,3.2,155013,2.1,155013,50362,11807,11847,12193,11303,06,039
