,NAME,WHITE_POP,BLACK_POP,HISPANIC_POP,ASIAN_POP,TOTAL_POP,HOUSING_UNITS,POP_UNDER_5,POP_5_9,POP_10_14,POP_15_19,state,county
21,"Oktibbeha County, Mississippi",57.7,37.1,49481,3.1,49481,21876,2599,2439,2281,5665,28,105
22,"Pearl River County, Mississippi",84.0,12.8,55149,0.3,55149,25194,3064,3403,3768,3987,28,109
23,"Leake County, Mississippi",51.4,42.0,22870,0.4,22870,9503,1395,1643,1790,1925,28,079
24,"Noxubee County, Mississippi",27.2,72.2,10828,0.0,10828,5209,784,770,657,835,28,103
25,"Neshoba County, Mississippi",60.2,21.1,29376,0.5,29376,12494,2032,2337,2479,2011,28,099
26,"Rankin County, Mississippi",76.0,20.5,151240,1.1,151240,59946,9264,9279,11054,9593,28,121
27,"Tate County, Mississippi",66.4,29.3,28493,0.2,28493,11375,1633,1849,1970,2955,28,137
28,"Lawrence County, Mississippi",65.4,33.2,12630,0.1,12630,6118,788,840,949,987,28,077
29,"Panola County, Mississippi",48.6,49.9,34243,0.0,34243,14993,2467,2446,2297,2209,28,107
30,"Yalobusha County, Mississippi",58.1,40.7,12421,0.1,12421,6484,760,698,899,737,28,161
31,"Chickasaw County, Mississippi",52.5,43.4,17279,0.1,17279,7604,1238,1143,1183,1182,28,017
32,"Copiah County, Mississippi",45.4,51.9,28721,0.3,28721,12224,1779,2068,1710,2239,28,029
33,"George County, Mississippi",89.4,8.0,23710,0.4,23710,9494,1842,1601,1605,1810,28,039
34,"Hinds County, Mississippi",25.7,72.3,241774,0.8,241774,104261,15934,16439,17093,18378,28,049
35,"Newton County, Mississippi",62.4,30.3,21524,0.5,21524,9483,1346,1441,1791,1885,28,101
36,"Union County, Mississippi",80.0,14.7,28356,0.4,28356,11905,1739,1913,2283,1839,28,145
37,"Sharkey County, Mississippi",25.1,74.0,4511,0.6,4511,2118,217,364,304,342,28,125
38,"Tippah County, Mississippi",78.7,17.1,21990,0.4,21990,9816,1369,1535,1565,1714,28,139
39,"Forrest County, Mississippi",59.5,36.9,75517,0.9,75517,32955,5013,4911,4771,6000,28,035
40,"Hancock County, Mississippi",87.3,8.1,46653,0.7,46653,24818,2647,2226,3171,2846,28,045
41,"Lafayette County, Mississippi",71.7,23.8,53459,2.1,53459,25266,2780,2691,2678,6339,28,071
42,"Issaquena County, Mississippi",39.2,60.2,1328,0.0,1328,579,93,63,35,21,28,055
43,"Lowndes County, Mississippi",53.6,43.7,59437,0.9,59437,27272,3996,4084,3779,3871,28,087
44,"Leflore County, Mississippi",24.2,73.3,29804,0.6,29804,13152,2247,2342,2403,2324,28,083
45,"Wilkinson County, Mississippi",28.0,71.2,8990,0.1,8990,5140,551,540,500,417,28,157
46,"Harrison County, Mississippi",68.1,24.6,202626,2.8,202626,92032,13613,14303,13284,13071,28,047
47,"Jefferson Davis County, Mississippi",37.9,61.2,11495,0.2,11495,5952,542,588,812,612,28,065
48,"Lincoln County, Mississippi",68.3,31.1,34432,0.5,34432,15478,2178,2201,2482,2508,28,085
49,"Scott County, Mississippi",58.3,38.3,28415,0.3,28415,11643,2183,2009,2176,1853,28,123
50,"Winston County, Mississippi",50.3,47.8,18358,0.0,18358,8859,985,1272,1256,1170,28,159
51,"Yazoo County, Mississippi",37.8,56.9,27974,0.4,27974,10140,1833,1949,1813,1617,28,163
52,"Benton County, Mississippi",61.3,35.8,8253,0.0,8253,4238,295,449,605,754,28,009
53,"Franklin County, Mississippi",63.5,36.0,7757,0.0,7757,4226,432,409,754,427,28,037
54,"Jasper County, Mississippi",44.8,54.4,16529,0.0,16529,8346,1041,932,1172,1079,28,061
55,"Jones County, Mississippi",68.7,29.2,68454,0.3,68454,28982,4874,5183,4565,4871,28,067
56,"Monroe County, Mississippi",68.1,30.9,35840,0.1,35840,16577,2113,2229,2436,2235,28,095
57,"Sunflower County, Mississippi",25.0,74.0,26532,0.1,26532,9679,1564,1664,1851,1754,28,133
58,"Webster County, Mississippi",79.4,19.3,9828,0.1,9828,4848,602,660,681,649,28,155
59,"Adams County, Mississippi",40.5,56.6,31547,0.6,31547,14650,1910,1828,1744,1732,28,001
60,"Clay County, Mississippi",39.6,59.6,19808,0.1,19808,9261,1127,1187,1463,1418,28,025
61,"Covington County, Mississippi",61.1,37.8,19091,0.1,19091,8668,1296,1441,1237,1447,28,031
62,"Humphreys County, Mississippi",21.6,76.0,8539,0.1,8539,3833,533,807,587,519,28,053
63,"Madison County, Missouri",97.1,1.0,12205,0.2,12205,5991,678,852,745,729,29,123
64,"Wright County, Missouri",96.4,0.6,18293,0.5,18293,8708,1253,1243,1234,1217,29,229
65,"Vernon County, Missouri",95.6,0.9,20691,0.7,20691,9542,1256,1409,1358,1561,29,217
66,"Saline County, Missouri",85.6,4.7,23102,0.9,23102,10161,1431,1476,1537,1803,29,195
67,"Nodaway County, Missouri",93.6,2.8,22547,1.4,22547,9726,1058,964,998,2556,29,147
68,"Chariton County, Missouri",95.6,2.4,7546,0.0,7546,4158,484,453,484,492,29,041
69,"Grundy County, Missouri",95.8,0.5,10039,0.4,10039,5006,710,622,633,596,29,079
70,"Morgan County, Missouri",95.7,0.8,20137,0.9,20137,15577,1171,1257,1309,1197,29,141
71,"Wayne County, Missouri",96.7,0.6,13308,0.3,13308,8095,678,674,924,781,29,223
72,"Bollinger County, Missouri",97.5,0.6,12281,0.3,12281,5876,637,758,808,770,29,017
73,"Cape Girardeau County, Missouri",87.7,7.5,78324,1.6,78324,33575,4448,5282,4318,5643,29,031
74,"Shelby County, Missouri",96.8,1.9,6061,0.1,6061,3210,372,477,355,378,29,205
75,"Webster County, Missouri",95.7,1.1,38082,0.4,38082,14679,2788,3114,2672,2670,29,225
76,"Atchison County, Missouri",97.7,0.4,5270,0.4,5270,2959,269,276,292,264,29,005
77,"Bates County, Missouri",95.5,1.5,16374,0.2,16374,7855,997,1152,1072,1024,29,013
78,"Benton County, Missouri",96.2,0.3,18989,0.1,18989,14182,784,966,928,994,29,015
79,"Carter County, Missouri",95.2,0.0,6197,0.0,6197,3257,349,368,480,466,29,035
80,"Dade County, Missouri",95.3,0.3,7590,0.1,7590,3949,354,445,465,501,29,057
81,"Linn County, Missouri",96.7,0.6,12186,0.3,12186,6402,720,762,922,765,29,115
82,"Howell County, Missouri",96.3,0.5,40102,0.4,40102,18259,2472,2618,2763,2452,29,091
83,"Johnson County, Missouri",89.1,4.3,53689,1.7,53689,22189,3446,3006,3235,4425,29,101
84,"Laclede County, Missouri",95.2,0.6,35507,0.3,35507,15958,2322,2184,2731,2190,29,105
85,"Maries County, Missouri",98.3,0.2,8884,0.2,8884,4626,405,569,509,648,29,125
86,"Phelps County, Missouri",90.6,2.7,44789,3.8,44789,20198,2577,2644,2693,3837,29,161
87,"Platte County, Missouri",85.7,6.7,98824,2.7,98824,41301,6125,6455,6860,6274,29,165
88,"St. Francois County, Missouri",92.9,4.5,66342,0.5,66342,29821,3518,3816,4232,3841,29,187
89,"Andrew County, Missouri",95.7,2.0,17403,0.3,17403,7321,969,942,1344,1096,29,003
90,"Carroll County, Missouri",95.6,2.3,8843,0.2,8843,4642,573,546,544,523,29,033
91,"Daviess County, Missouri",97.2,1.0,8302,0.1,8302,4199,533,514,705,524,29,061
92,"Knox County, Missouri",96.5,0.5,3951,0.5,3951,2280,230,262,234,334,29,103
93,"Marion County, Missouri",91.6,4.1,28672,0.7,28672,13004,1818,1857,2010,1991,29,127
94,"Osage County, Missouri",97.9,0.3,13619,0.1,13619,6622,772,830,1010,932,29,151
95,"Ripley County, Missouri",96.3,0.4,13693,0.2,13693,6612,905,987,756,746,29,181
96,"Warren County, Missouri",93.5,2.1,33908,0.6,33908,15297,2262,2270,2288,1952,29,219
97,"Audrain County, Missouri",89.1,6.1,25735,0.2,25735,10880,1606,1472,1814,1557,29,007
98,"Christian County, Missouri",95.4,0.8,84275,0.6,84275,33720,5327,6624,5869,5595,29,043
99,"Greene County, Missouri",90.2,3.3,288429,1.9,288429,132241,17550,16360,16943,19017,29,077
100,"Harrison County, Missouri",96.3,0.9,8554,0.1,8554,4391,529,664,561,516,29,081
101,"St. Clair County, Missouri",95.7,0.7,9383,0.2,9383,5639,488,455,565,483,29,185
102,"Adair County, Missouri",91.2,3.4,25325,2.4,25325,11499,1259,1241,1206,2898,29,001
103,"Scotland County, Missouri",97.4,1.6,4898,0.0,4898,2360,404,416,349,301,29,199
104,"Sullivan County, Missouri",91.4,2.9,6317,0.1,6317,3354,390,323,468,358,29,211
105,"Clark County, Missouri",97.0,0.3,6800,0.4,6800,3488,407,493,401,402,29,045
106,"Jefferson County, Missouri",96.0,0.9,223302,0.7,223302,90489,13412,15212,15064,13772,29,099
107,"Lewis County, Missouri",94.3,3.3,10027,0.0,10027,4540,544,577,760,894,29,111
108,"New Madrid County, Missouri",81.4,15.7,17811,0.0,17811,8618,1123,1188,1159,1174,29,143
109,"Perry County, Missouri",97.3,0.3,19146,0.7,19146,8718,1146,1382,1285,1174,29,157
110,"Ralls County, Missouri",96.7,1.3,10217,0.5,10217,5191,499,622,659,629,29,173
111,"Ray County, Missouri",95.9,1.7,22825,0.2,22825,10070,1265,1371,1630,1456,29,177
112,"St. Louis County, Missouri",68.4,24.1,998684,4.2,998684,440218,58649,59952,63136,64197,29,189
113,"Stone County, Missouri",96.4,0.2,31527,0.1,31527,20997,1206,1097,1869,1706,29,209
114,"Barry County, Missouri",93.6,0.2,35493,1.1,35493,17564,2030,2107,2423,2413,29,009
115,"Boone County, Missouri",81.1,8.8,176515,4.5,176515,76185,10455,9958,9822,14378,29,019
116,"Cedar County, Missouri",96.5,0.0,13938,0.3,13938,7245,893,947,915,919,29,039
117,"Crawford County, Missouri",96.7,0.3,24280,0.1,24280,12050,1391,1622,1585,1499,29,055
118,"Iron County, Missouri",95.7,1.2,10221,0.2,10221,5312,521,525,680,624,29,093
119,"Livingston County, Missouri",93.8,2.7,15076,0.5,15076,6795,912,856,945,812,29,117
120,"Moniteau County, Missouri",92.6,3.8,15958,0.2,15958,6175,1085,1062,1204,1125,29,135
121,"Oregon County, Missouri",95.5,0.1,10699,0.4,10699,5500,655,699,600,641,29,149
122,"Pettis County, Missouri",91.1,3.2,42371,0.5,42371,18252,2866,2702,3195,2804,29,159
123,"Ste. Genevieve County, Missouri",96.7,1.8,17871,0.6,17871,8723,871,1120,1130,1151,29,186
124,"Randolph County, Missouri",90.1,5.9,24945,0.5,24945,10747,1466,1696,1371,1536,29,175
125,"Dunklin County, Missouri",84.2,9.7,30428,0.4,30428,14423,2139,2014,2367,2199,29,069
126,"Franklin County, Missouri",96.1,0.7,102781,0.5,102781,44794,6204,6374,6917,6478,29,071
127,"Howard County, Missouri",91.7,5.3,10113,0.2,10113,4588,624,596,667,771,29,089
128,"Jackson County, Missouri",66.6,23.6,692003,1.9,692003,320515,46674,45798,45829,41640,29,095
129,"Miller County, Missouri",96.2,0.4,25049,0.4,25049,12903,1619,1643,1597,1616,29,131
130,"Pulaski County, Missouri",74.6,12.3,52591,2.8,52591,19058,3558,3212,3114,6586,29,169
131,"Putnam County, Missouri",96.4,0.3,4815,0.6,4815,2986,306,285,314,262,29,171
132,"Taney County, Missouri",92.2,1.2,54720,0.9,54720,30696,3222,2907,3457,3583,29,213
133,"Texas County, Missouri",93.0,2.3,25671,0.5,25671,11716,1406,1776,1363,1481,29,215
134,"Buchanan County, Missouri",87.5,5.6,89076,1.0,89076,38696,5718,5606,5729,5521,29,021
135,"Caldwell County, Missouri",96.0,0.5,9049,0.5,9049,4664,547,653,585,608,29,025
136,"Callaway County, Missouri",91.8,4.3,44840,0.9,44840,18865,2451,2560,2639,3239,29,027
137,"Cass County, Missouri",91.5,3.6,102678,0.8,102678,41414,6151,7614,6960,7006,29,037
138,"Clinton County, Missouri",95.2,1.9,20475,0.2,20475,8962,1104,1371,1457,1342,29,049
139,"Cooper County, Missouri",89.0,6.4,17622,0.3,17622,7508,990,1093,1134,1049,29,053
140,"Dallas County, Missouri",96.4,0.0,16499,0.4,16499,7676,971,1249,1114,1105,29,059
141,"Gentry County, Missouri",97.4,0.7,6665,0.6,6665,3208,465,468,441,405,29,075
142,"Hickory County, Missouri",96.2,0.1,9368,0.1,9368,6856,409,419,447,476,29,085
143,"Lincoln County, Missouri",94.7,1.9,55563,0.4,55563,21569,3764,4010,3868,4002,29,113
144,"Mississippi County, Missouri",73.2,24.2,13748,0.1,13748,5712,620,879,1037,904,29,133
145,"Monroe County, Missouri",94.7,3.5,8654,0.4,8654,4857,499,385,659,568,29,137
146,"Newton County, Missouri",90.8,1.0,58202,1.4,58202,24687,3641,3441,4455,4005,29,145
147,"Ozark County, Missouri",96.2,0.0,9236,0.3,9236,5688,400,658,402,469,29,153
148,"Pike County, Missouri",89.1,7.6,18489,0.3,18489,7911,1087,1130,1113,1105,29,163
149,"St. Charles County, Missouri",89.9,4.4,389985,2.5,389985,152117,23678,25927,27020,25648,29,183
150,"Custer County, Montana",93.9,0.6,11845,0.3,11845,5689,732,738,659,723,30,017
151,"Hill County, Montana",70.5,0.2,16439,0.5,16439,7324,1427,1263,1150,1139,30,041
152,"Powder River County, Montana",94.9,0.0,1619,0.0,1619,1032,82,31,66,89,30,075
153,"Park County, Montana",96.0,0.3,16246,0.1,16246,9568,839,775,874,733,30,067
154,"Roosevelt County, Montana",36.6,0.3,11228,0.4,11228,4123,1023,1024,1112,830,30,085
155,"Blaine County, Montana",45.3,0.4,6727,0.1,6727,2842,561,610,527,532,30,005
156,"Liberty County, Montana",98.8,0.0,2280,0.0,2280,1120,125,162,130,133,30,051
157,"Richland County, Montana",93.5,0.0,11360,0.0,11360,5203,730,723,844,803,30,083
158,"Teton County, Montana",94.7,0.2,6080,0.2,6080,2930,396,448,359,375,30,099
159,"Toole County, Montana",90.5,0.2,4976,2.7,4976,2376,246,290,243,236,30,101
160,"Fallon County, Montana",95.2,1.4,2838,0.7,2838,1538,183,181,231,137,30,025
161,"Daniels County, Montana",98.3,0.0,1753,0.6,1753,1112,98,87,106,94,30,019
162,"Judith Basin County, Montana",96.9,0.0,1951,0.0,1951,1373,86,71,109,89,30,045
163,"Silver Bow County, Montana",94.2,0.6,34814,0.8,34814,17150,2124,2164,1614,2135,30,093
164,"Deer Lodge County, Montana",92.9,0.7,9100,0.7,9100,5192,326,330,418,654,30,023
165,"Jefferson County, Montana",94.7,0.2,11778,0.1,11778,5112,477,609,809,853,30,043
166,"McCone County, Montana",97.4,0.0,1630,0.4,1630,1045,73,99,103,73,30,055
167,"Wheatland County, Montana",94.8,0.0,2149,0.5,2149,1197,141,179,144,140,30,107
168,"Rosebud County, Montana",58.8,0.1,9250,1.1,9250,4180,683,620,906,701,30,087
169,"Carter County, Montana",97.5,0.0,1318,0.0,1318,822,67,106,60,39,30,011
170,"Dawson County, Montana",94.8,1.2,9191,0.2,9191,4425,596,587,465,491,30,021
171,"Broadwater County, Montana",96.1,0.1,5834,0.0,5834,2740,261,254,393,382,30,007
172,"Lake County, Montana",67.2,0.3,29774,0.4,29774,16830,1873,2199,1854,1977,30,047
173,"Pondera County, Montana",82.0,0.4,6044,0.1,6044,2677,415,406,439,474,30,073
174,"Yellowstone County, Montana",90.7,0.6,157816,0.6,157816,69928,10188,10694,10424,9242,30,111
175,"Ravalli County, Montana",96.0,0.1,41902,0.6,41902,19796,1919,2137,2538,2548,30,081
176,"Valley County, Montana",86.5,0.1,7532,0.4,7532,4858,434,421,492,337,30,105
177,"Fergus County, Montana",95.1,0.2,11273,1.0,11273,5895,628,607,682,543,30,027
178,"Mineral County, Montana",93.2,0.1,4211,1.4,4211,2500,170,221,207,243,30,061
179,"Petroleum County, Montana",98.1,0.0,432,1.9,432,296,25,13,36,14,30,069
180,"Sanders County, Montana",92.3,0.2,11521,0.5,11521,6769,531,578,545,645,30,089
181,"Wibaux County, Montana",99.3,0.0,1175,0.3,1175,592,125,69,91,53,30,109
182,"Meagher County, Montana",94.5,0.0,1968,0.0,1968,1386,136,94,109,58,30,059
183,"Carbon County, Montana",96.8,0.4,10546,0.2,10546,6556,395,526,614,565,30,009
184,"Flathead County, Montana",94.5,0.4,98082,0.6,98082,48447,5708,5638,6675,5906,30,029
185,"Phillips County, Montana",85.3,0.0,4124,0.4,4124,2349,296,307,226,264,30,071
186,"Adams County, Nebraska",93.3,0.7,31583,1.3,31583,13873,2059,2092,2121,2546,31,001
187,"Lancaster County, Nebraska",86.4,4.0,310094,4.3,310094,129190,20238,19977,20009,22763,31,109
188,"Boone County, Nebraska",98.4,0.4,5313,0.1,5313,2645,337,401,303,305,31,011
189,"Rock County, Nebraska",98.1,0.7,1350,0.0,1350,881,73,55,67,66,31,149
190,"Banner County, Nebraska",97.6,0.0,696,0.0,696,400,48,39,43,30,31,007
191,"Sherman County, Nebraska",98.0,0.0,3042,0.6,3042,1944,142,168,205,161,31,163
192,"Richardson County, Nebraska",94.1,0.2,8009,0.2,8009,4399,431,491,465,435,31,147
193,"Howard County, Nebraska",96.5,0.2,6405,0.2,6405,3072,382,428,484,385,31,093
194,"Holt County, Nebraska",97.2,0.1,10245,0.5,10245,5236,673,691,740,574,31,089
195,"Furnas County, Nebraska",96.5,0.1,4786,0.4,4786,2713,275,273,305,312,31,065
196,"Gosper County, Nebraska",98.0,0.4,2015,0.5,2015,1297,63,100,141,126,31,073
197,"Saline County, Nebraska",88.3,1.0,14288,3.1,14288,5826,912,1090,1100,1176,31,151
198,"Sarpy County, Nebraska",88.0,3.9,178351,2.5,178351,67983,13359,14725,13600,11804,31,153
199,"Thurston County, Nebraska",39.2,0.3,7140,0.7,7140,2434,685,732,743,606,31,173
200,"Washington County, Nebraska",96.9,1.2,20219,0.3,20219,8570,1170,1332,1490,1383,31,177
201,"Boyd County, Nebraska",95.5,0.4,2042,0.8,2042,1408,103,114,142,108,31,015
202,"Cherry County, Nebraska",91.4,0.0,5790,0.3,5790,3235,407,329,338,295,31,031
203,"Dodge County, Nebraska",94.2,0.9,36683,0.4,36683,16741,2468,2465,2429,2354,31,053
204,"Fillmore County, Nebraska",97.0,0.6,5574,0.3,5574,2934,261,340,269,319,31,059
205,"Garden County, Nebraska",98.3,0.2,1860,0.0,1860,1257,83,70,155,84,31,069
206,"Hooker County, Nebraska",98.7,0.9,691,0.0,691,447,32,27,26,37,31,091
207,"Morrill County, Nebraska",95.2,0.8,4841,0.2,4841,2435,265,380,326,305,31,123
208,"Nemaha County, Nebraska",96.1,1.5,7004,0.7,7004,3504,376,421,410,661,31,127
209,"Seward County, Nebraska",96.2,0.5,17127,0.6,17127,7107,1030,1233,1092,1494,31,159
210,"Thomas County, Nebraska",97.7,0.0,645,0.0,645,401,30,48,27,44,31,171
211,"Dakota County, Nebraska",68.9,4.7,20317,3.3,20317,7820,1783,1543,1581,1427,31,043
212,"Webster County, Nebraska",95.2,0.3,3571,0.0,3571,1913,175,244,269,184,31,181
213,"Antelope County, Nebraska",97.6,0.8,6372,0.2,6372,3314,418,388,431,397,31,003
214,"Butler County, Nebraska",96.7,0.4,8067,0.7,8067,4072,494,499,532,559,31,023
215,"Clay County, Nebraska",96.7,0.1,6232,0.2,6232,3023,412,456,407,346,31,035
216,"Custer County, Nebraska",96.8,0.2,10830,0.7,10830,5651,677,575,878,573,31,041
217,"Gage County, Nebraska",96.5,0.7,21595,0.6,21595,10438,1275,1144,1542,1267,31,067
218,"Hamilton County, Nebraska",96.3,0.5,9178,0.1,9178,4104,529,549,697,659,31,081
219,"Kearney County, Nebraska",96.5,0.1,6552,0.3,6552,2955,413,478,455,397,31,099
220,"Keith County, Nebraska",96.3,0.9,8099,0.7,8099,5452,359,469,514,379,31,101
221,"Madison County, Nebraska",91.6,1.5,35164,1.5,35164,15240,2568,2170,2703,2343,31,119
222,"Perkins County, Nebraska",98.9,0.3,2907,0.0,2907,1446,194,217,179,153,31,135
223,"Saunders County, Nebraska",97.4,0.3,21024,0.3,21024,9594,1341,1582,1426,1342,31,155
224,"Wayne County, Nebraska",95.1,1.8,9367,0.5,9367,3894,502,481,540,1308,31,179
225,"Keya Paha County, Nebraska",98.5,0.0,792,0.0,792,510,50,27,48,65,31,103
226,"Knox County, Nebraska",86.8,0.3,8460,0.3,8460,4908,534,536,599,530,31,107
227,"Lincoln County, Nebraska",95.2,1.4,35433,0.3,35433,16782,2087,2288,2675,2423,31,111
228,"Pierce County, Nebraska",97.5,0.2,7157,0.4,7157,3253,470,504,491,428,31,139
229,"Sioux County, Nebraska",91.9,0.5,1266,0.2,1266,795,109,97,46,23,31,165
230,"Cass County, Nebraska",96.3,0.6,25702,0.3,25702,11461,1530,1839,1784,1662,31,025
231,"Dixon County, Nebraska",94.3,0.3,5746,0.1,5746,2710,391,388,378,381,31,051
232,"Dundy County, Nebraska",99.2,0.2,2023,0.0,2023,1130,113,163,211,91,31,057
233,"Greeley County, Nebraska",97.5,0.5,2410,0.4,2410,1310,144,161,163,163,31,077
234,"Hall County, Nebraska",87.7,2.5,61343,1.1,61343,24672,4661,4683,4762,4106,31,079
235,"Otoe County, Nebraska",94.7,0.4,15896,0.3,15896,7155,1097,983,1084,915,31,131
236,"Red Willow County, Nebraska",96.2,0.7,10806,0.2,10806,5312,639,595,772,814,31,145
237,"Dawes County, Nebraska",89.2,1.9,8896,0.6,8896,4252,493,480,355,1200,31,045
238,"Cheyenne County, Nebraska",95.5,0.1,9852,1.3,9852,5011,671,649,645,596,31,033
239,"Dawson County, Nebraska",88.5,6.2,23804,0.3,23804,10228,1984,1735,1662,1667,31,047
240,"McPherson County, Nebraska",95.8,0.0,454,0.0,454,247,31,26,31,28,31,117
241,"Nance County, Nebraska",99.0,0.5,3554,0.1,3554,1867,198,274,187,239,31,125
242,"Stanton County, Nebraska",97.0,1.4,5992,0.5,5992,2683,406,431,440,345,31,167
243,"Valley County, Nebraska",98.2,0.5,4224,0.0,4224,2302,268,264,259,236,31,175
244,"Harlan County, Nebraska",95.5,0.8,3438,0.3,3438,2384,218,191,219,178,31,083
245,"Blaine County, Nebraska",100.0,0.0,480,0.0,480,325,28,22,42,17,31,009
246,"Buffalo County, Nebraska",92.2,1.1,49030,1.4,49030,20292,3400,3199,3054,3870,31,019
247,"Deuel County, Nebraska",94.5,0.2,1894,0.7,1894,1040,111,116,115,71,31,049
248,"Hitchcock County, Nebraska",99.6,0.1,2843,0.0,2843,1739,159,210,165,179,31,087
249,"Platte County, Nebraska",95.4,0.5,33063,0.8,33063,13758,2377,2205,2589,2206,31,141
250,"Thayer County, Nebraska",97.1,0.5,5098,0.0,5098,2759,307,346,294,251,31,169
251,"Box Butte County, Nebraska",91.8,0.4,11089,0.3,11089,5459,753,764,830,642,31,013
252,"Churchill County, Nevada",84.1,2.4,24010,2.8,24010,10908,1621,1567,1345,1441,32,001
253,"Douglas County, Nevada",89.3,0.7,47828,1.4,47828,24208,1768,2530,2359,2511,32,005
254,"Pershing County, Nevada",81.2,4.4,6611,1.4,6611,2479,290,301,360,258,32,027
255,"Esmeralda County, Nevada",94.9,1.1,981,0.0,981,949,33,77,77,9,32,009
256,"Humboldt County, Nevada",87.6,0.4,16904,0.5,16904,7493,1239,1083,1600,1100,32,013
257,"Mineral County, Nevada",66.9,2.5,4448,2.9,4448,2902,229,237,186,194,32,021
258,"White Pine County, Nevada",85.6,5.3,9737,1.1,9737,4525,521,467,649,585,32,033
259,"Elko County, Nevada",86.4,0.6,52252,1.1,52252,21350,3729,4300,3926,3809,32,007
260,"Lincoln County, Nevada",89.2,3.7,5174,1.2,5174,2766,196,208,213,387,32,017
261,"Nye County, Nevada",83.0,2.4,43705,1.7,43705,22339,1957,1868,2248,1988,32,023
262,"Storey County, Nevada",89.3,0.8,3941,1.0,3941,1923,148,234,143,114,32,029
263,"Washoe County, Nevada",78.8,2.3,450486,5.2,450486,193956,27179,27570,28068,27189,32,031
264,"Clark County, Nevada",60.7,11.5,2141574,9.6,2141574,888556,137048,141316,142561,130954,32,003
265,"Carson City, Nevada",80.3,1.8,54467,2.7,54467,23821,2883,3042,3318,3096,32,510
266,"Lyon County, Nevada",85.2,1.0,53155,1.1,53155,23170,2960,3614,2870,3145,32,019
267,"Cheshire County, New Hampshire",95.3,0.8,76263,1.4,76263,35451,3493,3746,4069,6426,33,005
268,"Merrimack County, New Hampshire",94.2,1.3,149452,2.1,149452,64675,7183,8057,8438,9911,33,013
269,"Grafton County, New Hampshire",92.5,1.2,89811,3.7,89811,52586,3708,4289,4147,7109,33,009
270,"Rockingham County, New Hampshire",94.8,0.8,305129,2.0,305129,131195,14048,16529,18211,18530,33,015
271,"Belknap County, New Hampshire",96.5,0.7,60640,0.8,60640,38334,2655,3211,3433,3395,33,001
272,"Sullivan County, New Hampshire",96.4,0.8,43125,0.8,43125,22609,2006,2236,2506,2349,33,019
273,"Hillsborough County, New Hampshire",89.7,2.8,411087,4.1,411087,170155,21678,23443,25161,25852,33,011
